,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Drinkable
0,8.699665038653412,206.37967119628968,20051.663487949718,7.725750117270364,360.0837250391979,408.3882211578026,14.859046725304005,76.84636389056084,5.7104123019278505,0
1,6.563410429147989,175.6970203177905,16117.048403364124,6.08413631452635,333.77805976216484,412.6327083377843,11.222294624618764,73.50279340216419,4.459251944890429,1
2,6.817023278054066,246.6602376251767,19537.57385262269,9.051732159590614,317.2378711584407,464.2094180221418,14.82266478937288,68.91859650773779,4.602564426396587,0
3,7.449572375698068,146.90220971288997,19924.425669748543,7.950548978253153,444.198272455613,554.6798496331547,19.483985438857953,72.08101077123912,3.8098826104049794,0
4,5.300541238072598,212.43557334689174,12624.741570110873,7.3137555754085275,350.4521823161471,356.5121710039788,19.213204520241664,99.35183741299214,3.84171895797234,1
5,6.956686995785701,218.8257557665102,23448.018319000203,7.054301472131925,307.64110054200046,331.84755210473134,9.02304021957697,48.12713822230314,3.782870390247027,1
6,9.53013389339244,226.7083594884806,14861.325546821365,5.2710282551260725,350.17416284343784,327.3868941595922,11.315136982685692,72.57032271493784,3.6088351147622584,0
7,3.9883106018959604,199.0994543179729,19456.287932250827,7.232670092777829,415.91259159397345,383.53661358333557,16.029647440436335,91.0147462734651,5.075183250357563,0
8,7.228312681689553,183.21381153641252,24140.27127797951,5.657257977254341,269.6128187237607,410.5990675122402,12.156529989343325,77.04860221038253,4.396091012076972,1
9,7.417611600982262,170.8099207771404,16185.839098726405,6.059446268845105,330.667935034524,560.5575186493107,11.48787437331587,77.51274378517446,3.9572724102580805,1
10,4.69487354898671,158.37491843245564,18816.090738067862,7.6302716197467415,404.8496426436265,334.4371375218,14.722042587284422,65.17798177316143,4.822339409011257,1
11,6.670765816920934,216.5833004323269,19329.489181243953,3.909964989489077,365.62035628929107,409.1673960829751,13.865696719944868,63.305909216703796,2.998984261277836,0
12,7.578262419597426,189.20393180985923,14258.53230856528,6.292782689679996,333.86157396775593,443.06171547422906,12.988855545057685,66.61908658844283,3.9339508148516265,0
13,7.355491646675913,230.9180973202785,27927.465769742965,7.718572524897271,350.26290873358715,398.5787467521747,13.948925191400335,103.91365860190469,3.7693590485074675,0
14,8.2790840928648,240.70479282349598,22820.51944576072,8.298235542786292,330.94948293855253,387.20943839209815,12.217169239048246,52.29453836255978,4.863222791781025,0
15,7.093452773457133,219.83017858530908,14512.63396841666,7.935285604779573,351.35050043685595,524.0244547953929,20.306100220752352,85.1536834191937,4.157493519359202,0
16,5.161792927024884,168.93688717807518,29850.645051559986,4.3549272143369935,329.74248598845503,465.77044042088767,15.263117076806221,55.495863675397906,2.727636229060001,1
17,6.975177865048139,215.49477535870045,21536.937702338564,6.203516537407163,329.02150362534263,478.4779187857974,16.823037763003242,54.76114544580263,3.8954880956157973,0
18,5.555200220689537,168.45363026158213,9728.360194889203,9.735669579979039,376.47450484134646,487.8020051281887,11.781858363672999,71.02836921415353,3.707102296571769,0
19,8.639992015843118,191.30675071075382,19038.699120734465,7.047607322609761,352.56954416782446,598.4316321725104,15.875314895251982,66.52769080988374,2.92104131369701,0
20,7.177862944366262,215.9511043984868,19237.393876586506,7.048496895806216,312.7290471446372,519.2084619424475,14.499369463762305,74.24993677347238,5.200133659826658,0
21,6.569940080696652,189.42652113999213,14517.570809668381,7.428887158629228,363.95884080322634,443.73039340025576,12.430010959502047,81.73012244258669,4.1944493815272645,0
22,9.380571490590052,292.14334123333214,14888.603877795329,8.5346754988106,334.2743274445759,352.002536716156,17.49814500816205,50.77511959000926,4.593536347801332,0
23,7.072668314203485,192.91530830388157,24214.62127430463,7.766956991608526,392.882359173657,385.1495815346695,12.61894509518351,70.69222379908057,2.442821930419198,1
24,5.934530533536227,146.00241255836315,17404.612323350033,8.250749083139851,410.0645384589743,439.47039966172014,13.932454251276244,69.38003403668915,4.06562849384257,0
25,5.416316229981824,198.7605780854349,36840.71681110274,7.072923928149962,357.9154100272807,348.1660620811715,13.555287703962705,64.41189688538637,4.8781450565315465,0
26,4.747882071219502,266.0782901712016,25506.73499867449,5.824218714653441,355.5213125551047,282.7309630206663,14.792992408282798,67.03226087923818,3.2344012607188573,1
27,6.689582146540616,169.3714610888349,24148.78102328049,6.4341132590892975,300.6121614366416,368.9223131392495,10.979241943231324,69.59340947015382,2.9447588552698547,1
28,6.187100267781122,217.80066795717804,21351.294529806935,11.95102516679947,182.431912092021,455.5262146636773,9.484289272218588,63.335147344488384,4.3823154478830535,1
29,7.281228769563928,185.81790239281088,16089.579262982874,5.95021394356265,387.80889323139127,457.745805360039,22.903817685231253,109.98508451746086,4.068999938419462,0
30,7.8157289735914715,260.6342926461535,38519.60851495238,6.773653090762101,229.37457142651644,396.79001713377085,9.319185684723541,75.42724964132056,3.4382227551837645,1
31,3.978116274071153,197.95547869077365,20719.22434258115,5.553806439442717,311.10049291535853,251.28267838646693,10.673387014885645,44.348467425531396,4.363311376891151,1
32,5.285462689239252,163.08755137584313,36720.397856758165,7.477551320510181,336.12127187155477,525.6691924785041,19.228123469032635,66.35297128898945,3.407195901185017,0
33,7.258237940089332,163.5275199970273,18871.837801962418,5.162117690132919,289.70363925283147,461.63045378036236,19.29974752270103,58.28284189185539,2.7428614008517784,0
34,4.935412360032978,205.1204476748263,36977.3609877704,8.315037318275603,352.04334504763625,566.4378806156211,10.345424126254745,67.95739730898171,3.656040880806047,0
35,7.24932744188473,240.4084387956171,11378.818271500635,8.182222930191339,380.41137965932603,538.8482836008961,13.339683039671382,42.57333869141673,4.348910163538933,0
36,9.421237454094415,186.77355883472035,35354.465493432246,7.037616660552965,235.53811250897294,496.42112541923746,5.23643773205203,73.93927523414065,3.223659111212251,1
37,7.733327240255365,146.06076172245528,48254.20397103034,7.451322830631998,290.9080026256904,402.28311039604404,13.605917926877652,61.82277940544616,4.144652502667449,1
38,6.463011619111626,167.4954768482839,20770.691130192114,10.585690348368974,325.64769356275156,530.3637976322126,17.607034324853284,44.09522761734375,3.9941039394100972,0
39,6.392526390374031,177.84257659984272,25057.25917308846,8.034778567257078,320.9688262328757,464.5275744846057,16.80529542785218,73.27529487727972,4.364097776119558,1
40,7.228312681689553,183.21381153641252,24140.27127797951,5.657257977254341,269.6128187237607,410.5990675122402,12.156529989343325,77.04860221038253,4.396091012076972,1
41,1.5033706324798786,239.53690199798712,13584.10923529049,6.525511473924131,335.7208432810244,520.1488768297846,12.635011161499214,64.19817457242996,5.195864683798724,0
42,5.4581362198589245,181.77581239239296,11737.323720984708,6.188131269369623,360.3703702713566,409.5688968457925,14.868944467044358,68.70465823144758,3.9976840079609173,0
43,6.5949503684273605,187.64256012200727,17797.51670234393,8.259441968973091,388.8426672520152,407.98025172894256,11.520003464702134,78.3384246272909,3.1723533547605296,0
44,3.82371126634705,193.10415837491826,25989.676082743175,5.815229840155433,300.3625338517349,479.70310073809316,9.485770090348996,77.27438959448924,3.6375706869127753,0
45,5.8562562159857405,179.60581854820708,25946.559965464287,6.48104890400521,303.95401293065044,496.6613285515976,12.82745062207407,51.011392193960404,4.592321941433807,1
46,4.932242610783597,200.53947553259061,14122.798670060818,6.876756735878132,306.9538208796696,369.2807505296147,16.891000105608324,79.33013592066254,3.6668108923352127,1
47,5.639254254469771,211.77619150527838,17158.61268976065,9.48358736113805,400.6359232731937,307.32426968777736,13.583594782487042,49.275440284191426,3.7432682220860487,1
48,8.03385893721621,210.75290388583127,12284.09022733612,6.980686419518038,366.7182170513871,441.86978029619587,19.807008354766687,55.5542935727447,3.420943728916231,0
49,7.662072084299,165.41455504140745,20297.969418086912,7.116396812919907,299.42138511155576,472.1682727426138,10.84616767760322,43.9025380279422,3.56857212210808,1
50,7.453157821369547,217.91214994852785,23805.053749290568,6.598811215472969,310.3649699429696,311.9618191132519,17.96059412324674,74.57186670076642,5.155050049051278,0
51,6.96381617258771,244.37547243061766,10300.39920007864,8.753616834667874,317.4420603707715,481.28512397433474,13.970094968845945,68.58477674814058,3.6159275877453987,0
52,6.763031159946395,152.9144726984196,30901.709833614448,4.83467118739478,277.67349398658604,418.3019773209377,9.50773868387421,58.59581119825009,5.081750056277323,1
53,6.780557262563871,199.97761205815593,16631.278362405676,6.939681785667942,286.55990415537946,289.0275068403795,12.422207101326611,61.019395333377844,2.8159722829152316,1
54,4.855519505120133,127.08813454954733,24130.8368816789,8.711927798588679,390.63922682415205,273.59447177399505,13.706731572073526,69.88113871535836,3.595462551207323,0
55,7.309986270304117,234.77563094560372,32656.768490751674,3.876668626323416,361.0186394517951,556.7324804297584,14.35925370146849,73.95671004084582,3.619064882857123,0
